title,organization,rating,review_count,difficulty,course_type,duration,skills,url,is_free,course_id
Fundamentals of Immunology,Rice University,4.745718232044199,2172,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Public Health, Infectious Diseases, Anatomy, Pharmacology, Preventative Care, Molecular Biology, Medical Terminology, Oncology, Pathology, Laboratory Testing, Molecular, Cellular, and Microbiology, Patient Treatment, Biology, Medical Science and Research, Biochemistry, Microbiology, Laboratory Research, Emerging Technologies",/specializations/immunology,False,s12n~pZY2cJzHEei-Ig6fwTAslg
Applied Computational Fluid Dynamics,Siemens,4.680981595092025,163,Intermediate,Course,ONE_TO_THREE_MONTHS,"Engineering Analysis, Thermal Management, Hydraulics, Mechanical Engineering, Simulations, Numerical Analysis, Engineering Calculations, Mathematical Modeling, Engineering, Physics, Test Case",/learn/applied-computational-fluid-dynamics,False,course~JKAOcLlzEe2p8w7w8oWO7Q
Natural Language Processing with Probabilistic Models,DeepLearning.AI,4.7043774872086415,1759,Intermediate,Course,ONE_TO_FOUR_WEEKS,"Natural Language Processing, Markov Model, Text Mining, Artificial Intelligence and Machine Learning (AI/ML), Artificial Neural Networks, Machine Learning Methods, Data Processing, Algorithms, Data Cleansing, Probability & Statistics",/learn/probabilistic-models-in-nlp,False,course~LBkkbZLiEemsugp4Hlq9wA
Data Visualization with Python,IBM,4.487232460127262,12101,Intermediate,Course,ONE_TO_THREE_MONTHS,"Data Visualization Software, Plotly, Data Visualization, Dashboard, Interactive Data Visualization, Matplotlib, Seaborn, Data Presentation, Data Analysis, Geospatial Information and Technology, Pandas (Python Package), Scatter Plots, Histogram, Heat Maps, Box Plots, Python Programming",/learn/python-for-data-visualization,False,course~ORAIlTLtEeizIBKbQHnlqg
Cuidado de heridas en el ámbito hospitalario,Universidad Nacional Autónoma de México,4.804524886877828,2210,Intermediate,Course,ONE_TO_FOUR_WEEKS,"Patient Evaluation, Medical Surgical Nursing, Medical History Documentation, Health Assessment, Trauma Care, Patient Positioning, Cleanliness, Direct Patient Care, Nursing and Patient Care, Nursing Care, Care Management, Clinical Nursing, Infection Control, Surgery, Chronic Diseases, Anatomy",/learn/cuidado-heridas,True,course~8vncPacwEeiKugo0JMNA0g
"Source Systems, Data Ingestion, and Pipelines","DeepLearning.AI, Amazon Web Services",4.747663551401869,107,Intermediate,Course,ONE_TO_FOUR_WEEKS,"Apache Airflow, Data Pipelines, Data Integration, Infrastructure as Code (IaC), Terraform, Extract, Transform, Load, Amazon CloudWatch, Data Quality, Amazon Web Services, CI/CD, Data Processing, NoSQL",/learn/source-systems-data-ingestion-and-pipelines,False,course~mqlYA8RuEe6kghKtIX5xRw
Go and C++:  Programming in Two Successor Languages of C,"University of California, Santa Cruz",4.431956257594168,2469,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"C++ (Programming Language), Go (Programming Language), Data Structures, Object Oriented Programming (OOP), Software Design Patterns, Debugging, Object Oriented Design, Programming Principles, Unit Testing, Algorithms, C (Programming Language), Computer Programming, Integrated Development Environments, Graph Theory, Software Testing, Computer Science, File Management, Artificial Intelligence, Integration Testing, Game Design",/specializations/go-and-c-plus-plus,False,s12n~MwK7kV9zTXG0TkL8M33B3g
The Science of Stem Cells,American Museum of Natural History,4.7438252058264725,3158,Intermediate,Course,ONE_TO_THREE_MONTHS,"Medical Science and Research, Healthcare Ethics, Clinical Research, Life Sciences, Biology, Precision Medicine, Molecular Biology, Emerging Technologies, Laboratory Research, Ethical Standards And Conduct",/learn/stem-cells,True,course~WGKjcPbxEeeENAqf5jsdFA
Governmental Accounting and Reporting I ,University of Illinois Urbana-Champaign,4.777777777777778,9,Intermediate,Course,ONE_TO_THREE_MONTHS,"Fund Accounting, Governmental Accounting, Financial Reporting, Non-Profit Accounting, Accounting, Generally Accepted Accounting Principles (GAAP), General Ledger, Financial Statements, Cash Flows, Accrual Accounting, Revenue Recognition, Depreciation, Reconciliation, Budgeting, Accountability",/learn/governmental-accounting-and-reporting-1,False,course~lPFk5n_aEe6hyw4UDDa2MQ
Convolutional Neural Networks in TensorFlow,DeepLearning.AI,4.7152616811028425,8197,Intermediate,Course,ONE_TO_FOUR_WEEKS,"Tensorflow, Keras (Neural Network Library), Computer Vision, Image Analysis, Applied Machine Learning, Deep Learning, Artificial Neural Networks, Machine Learning, Supervised Learning, Data Processing",/learn/convolutional-neural-networks-tensorflow,False,course~5mAuak8zEemKoQ4qeYq26g
Análisis Financiero,Pontificia Universidad Católica de Chile,4.876046901172529,597,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Financial Statements, Financial Statement Analysis, Financial Accounting, Income Statement, Financial Analysis, Balance Sheet, Capital Budgeting, Project Finance, Cash Flows, Return On Investment, Financial Modeling, Cash Management, Investment Management, Working Capital, Capital Markets, Equities, Corporate Finance, Bankruptcies, Tax, Financial Policy",/specializations/programa-especializado-en-analisis-financiero,False,s12n~J72uGwH6SGuJ7WRuZ7AXPQ
Introduction to Logic,Stanford University,4.399075500770416,649,Intermediate,Course,ONE_TO_THREE_MONTHS,"Logical Reasoning, Computational Logic, Deductive Reasoning, Computational Thinking, Problem Solving, Business Logic, Functional Design, Programming Principles",/learn/logic-introduction,True,course~JLygJMCgEeWP5g5dlaZx4w
Coaching Skills for Managers,"University of California, Davis",4.77351724137931,2900,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Key Performance Indicators (KPIs), Employee Coaching, Coaching, Gap Analysis, Management Training And Development, Performance Management, Performance Analysis, Expectation Management, Employee Performance Management, People Management, Leadership and Management, Performance Improvement, Accountability, Personal Development, Leadership Development, Meeting Facilitation, Constructive Feedback, People Development, Leadership, Communication",/specializations/coaching-skills-manager,False,s12n~WAWz4plFEeWuQhIPCjYhEw
Nutrition and Lifestyle in Pregnancy,Ludwig-Maximilians-Universität München (LMU),4.773757079924481,3178,Intermediate,Course,ONE_TO_FOUR_WEEKS,"Maternal Health, Patient Education And Counseling, Preventative Care, Clinical Nutrition, Nutrition and Diet, Food Safety and Sanitation, Medical Science and Research, Chronic Diseases",/learn/nutrition-pregnancy,True,course~EtEAgQeUEea_hRLvvwwU3Q
Data Analytics in the Public Sector with R,University of Michigan,4.79375,80,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Data Visualization, Exploratory Data Analysis, Plot (Graphics), Statistical Analysis, Data Presentation, Ggplot2, Program Evaluation, Policy Analysis, Surveys, Data Ethics, Data Analysis, Tidyverse (R Package), Statistical Visualization, R Programming, Statistical Methods, Public Policies, Data Visualization Software, Statistical Hypothesis Testing, Policy Development, Political Sciences",/specializations/data-analytics-in-the-public-sector-with-r,False,s12n~cY-skPMFEeyJxg7j8A0Faw
Introduction to Comparative Indo-European Linguistics,Universiteit Leiden,4.625,96,Intermediate,Course,ONE_TO_THREE_MONTHS,"Ancient History, Culture, Language Learning, Language Interpretation, Translation, and Studies, Anthropology, Oral Comprehension, Grammar, Timelines, Literacy, Research, Research Methodologies",/learn/comparative-indo-european-linguistics,False,course~I3YEDMSkEeyZlw5yhMZTYQ
Introduction to Ancient Egypt and Its Civilization,University of Pennsylvania,4.636490737504369,2861,Intermediate,Course,ONE_TO_THREE_MONTHS,"Ancient History, Art History, Anthropology, Social Studies, Timelines, World History, Liberal Arts, Cultural Diversity, Governance, Research Methodologies, Investigation, Storytelling",/learn/introancientegypt,True,course~FmDuCnEzEeWKsgrp3VnvAw
Object Oriented Programming,"University of London, Goldsmiths, University of London",4.665333333333333,225,Intermediate,Specialization,ONE_TO_THREE_MONTHS,"Pseudocode, C++ (Programming Language), Object Oriented Programming (OOP), Object Oriented Design, Integrated Development Environments, Computer Programming, Development Environment, Programming Principles, Debugging, Data Structures, Program Development, Algorithms, Interactive Design, Software Engineering, Test Data, Data Validation, Unit Testing, Data Import/Export, Data Management, Command-Line Interface",/specializations/object-oriented-programming-s12n,False,s12n~6zcxNxfcEe2oyA6gSU45xQ
Global Environmental Management,Technical University of Denmark (DTU),4.693971468016567,2173,Intermediate,Course,ONE_TO_THREE_MONTHS,"Water Resources, Energy and Utilities, Environmental Engineering, Natural Resource Management, Civil Engineering, Environment, Environmental Management Systems, Public Works, Land Management, Environmental Resource Management, Environmental Science, Cultural Responsiveness, Waste Minimization",/learn/global-environmental-management,True,course~b-UZI43PEeWTzg6WBWinhQ
Agroforestry,University of Florida,4.7631578947368425,76,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Land Management, Environment and Resource Management, Water Resources, Natural Resource Management, Environmental Issue, Environment, Plant Operations and Management, Systems Thinking, Environmental Science, Environmental Engineering and Restoration, Cultural Diversity, Spatial Analysis, Mitigation, Research, Biology",/specializations/agroforestry-all,False,s12n~KfKc2WJzSuW7tLT4T_RhAQ
SHRM Certified Professional (SHRM-CP) Exam Prep,Board Infinity,3.868354430379747,79,Intermediate,Specialization,ONE_TO_THREE_MONTHS,"Talent Acquisition, Human Resources, Diversity Equity and Inclusion Initiatives, Recruitment Strategies, Human Resource Strategy, Leadership Development, Organizational Development, Talent Recruitment, HR Tech, Human Capital, Organizational Change, Communication, Strategic Leadership, Organizational Effectiveness, Leadership Studies, Human Resources Information System (HRIS), Workforce Development, Intercultural Competence, Employee Training, Innovation",/specializations/shrm,False,s12n~wP_KofPdSkKMbNYC2p0KRw
Design of Ventilation& Air conditioning System for Buildings,L&T EduTech,4.527777777777778,54,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"HVAC, Fire And Life Safety, Building Services Engineering, Building Codes, Equipment Design, Thermal Management, Mechanical Engineering, Hydraulics, Safety Assurance, Plumbing, Facility Repair And Maintenance, Drafting and Engineering Design, Energy and Utilities, Control Systems, Engineering Calculations, Architectural Engineering, Environmental Monitoring, Mechanical Design, Estimation, Environmental Issue",/specializations/design-of-ventilation-and-air-conditioning-system-for-buildings,False,s12n~XOVbfsFfTTSX2ie2StU9cQ
Learn English: Intermediate Grammar,"University of California, Irvine",4.78205799812909,5345,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Grammar, Vocabulary, English Language, Multimedia, Content Creation, Photo/Video Production and Technology, Language Learning, Writing, Electronic Media, Oral Comprehension, Language Competency",/specializations/intermediate-grammar,False,s12n~nqqtewAuEeayYxIJgvUCVw
Schizophrenia,Wesleyan University,4.769769357495881,2428,Intermediate,Course,ONE_TO_THREE_MONTHS,"Psychiatry, Clinical Psychology, Mental Health Diseases and Disorders, Pharmacology, Psychotherapy, Psychology, Mental and Behavioral Health, Mental Health, Patient Evaluation, Neurology, Scientific Methods, Magnetic Resonance Imaging, Research Methodologies, Medical Imaging",/learn/schizophrenia,True,course~grRYIubyEeaVLRKoA_hS8A
"Happiness: Science, Practice and Ancient Indian Wisdom",IIMA - IIM Ahmedabad,4.8,5,Intermediate,Course,ONE_TO_THREE_MONTHS,"Mindfulness, Emotional Intelligence, Self-Awareness, Personal Development, Compassion, Mental Health, Stress Management, Resilience, Relationship Building, Psychology, Empathy, Neurology",/learn/happiness-science-practice-and-ancient-indian-wisdom,False,course~6WknxwkzEfCi2wr_zRMgWQ
Entrepreneurial Finance: Strategy and Innovation,Duke University,4.492530819434374,1379,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Financial Modeling, Blockchain, FinTech, Entrepreneurial Finance, Financial Market, Business Valuation, Risk Management, Excel Formulas, Market Data, Emerging Technologies, Cryptography, Risk Analysis, Fundraising and Crowdsourcing, Equities, Probability Distribution, Investments, Financial Analysis, Entrepreneurship, Finance, Microsoft Excel",/specializations/entrepreneurial-finance,False,s12n~Bg9CLdOzEeiaVA54gOVKZA
Six Sigma White Belt,Packt,4.529411764705882,51,Intermediate,Course,ONE_TO_THREE_MONTHS,"Root Cause Analysis, Six Sigma Methodology, Quality Improvement, Process Improvement, Quality Management, Pareto Chart, Kaizen Methodology, Statistical Process Controls, Lean Methodologies, Quality Monitoring, Lean Manufacturing, Data Visualization, Data Analysis",/learn/packt-six-sigma-white-belt-lsmfu,False,course~34FY-j5LEe-xLxIpRr2Opw
Animal Welfare in the Clinic,The University of Edinburgh,4.967741935483871,31,Intermediate,Course,ONE_TO_FOUR_WEEKS,"Clinical Experience, Patient Preparation, Patient Education And Counseling, Vital Signs, Surgery, Patient Evaluation, Patient Treatment, Environmental Science, Behavior Management, Stress Management, Non-Verbal Communication",/learn/animal-welfare-in-the-clinic,False,course~J4Qy7XVyEe2NfQrJY4RGtQ
